"lot_number","qc_name","analyte","concentration","unit","qc_type","manufacturer","cat_number","expiration_date","preparation_date","note"
"Prep20200929_TNF-Rs-M","Dupli-R-PLEX TNF-Rs (TNF-RI and TNF-RII)  QC2 (M)","TNF-RII","27.77777778","pg/ml","Home made","","Ry_MSD_QC_TNF-Rs","","2020-09-23",""
"Prep20200929_TNF-Rs-L","Dupli-R-PLEX TNF-Rs (TNF-RI and TNF-RII)  QC3 (L)","TNF-RII","2.777777778","pg/ml","Home made","","Ry_MSD_QC_TNF-Rs","","2020-09-23",""
"A0020248-H","V-PLEX LBP QC1 (H)","LBP","50","ng/ml","Home made","","","","",""
"A0020248-M","V-PLEX LBP QC2 (M)","LBP","2.5","ng/ml","Home made","","","","",""
"A0020248-L","V-PLEX LBP QC3 (L)","LBP","0.125","ng/ml","Home made","","","","",""
"A00R0099-H","R-PLEX Calprotectin QC1 (H)","Calprotectin","40000","pg/ml","Home made","","Ry_MSD_QC_Calprotectin","","",""
"A00R0099-M","R-PLEX Calprotectin QC2 (M)","Calprotectin","10000","pg/ml","Home made","","Ry_MSD_QC_Calprotectin","","",""
"A00R0099-L","R-PLEX Calprotectin QC3 (L)","Calprotectin","4000","pg/ml","Home made","","Ry_MSD_QC_Calprotectin","","",""
"A00C0604","V-PLEX Vascular Injury P2 QC1 (H)","SAA","48500","pg/ml","Purchased","Mesoscale","","","",""
"A00C0604","V-PLEX Vascular Injury P2 QC1 (H)","CRP","24600","pg/ml","Purchased","Mesoscale","","","",""
"A00C0604","V-PLEX Vascular Injury P2 QC1 (H)","VCAM-1","16600","pg/ml","Purchased","Mesoscale","","","",""
"A00C0604","V-PLEX Vascular Injury P2 QC1 (H)","ICAM-1","13000","pg/ml","Purchased","Mesoscale","","","",""
"A00C0605","V-PLEX Vascular Injury P2 QC2 (M)","SAA","4720","pg/ml","Purchased","Mesoscale","","","",""
"A00C0605","V-PLEX Vascular Injury P2 QC2 (M)","CRP","4800","pg/ml","Purchased","Mesoscale","","","",""
"A00C0605","V-PLEX Vascular Injury P2 QC2 (M)","VCAM-1","1600","pg/ml","Purchased","Mesoscale","","","",""
"A00C0605","V-PLEX Vascular Injury P2 QC2 (M)","ICAM-1","1350","pg/ml","Purchased","Mesoscale","","","",""
"A00C0606","V-PLEX Vascular Injury P2 QC3 (L)","SAA","607","pg/ml","Purchased","Mesoscale","","","",""
"A00C0606","V-PLEX Vascular Injury P2 QC3 (L)","CRP","610","pg/ml","Purchased","Mesoscale","","","",""
"A00C0606","V-PLEX Vascular Injury P2 QC3 (L)","VCAM-1","200","pg/ml","Purchased","Mesoscale","","","",""
"A00C0606","V-PLEX Vascular Injury P2 QC3 (L)","ICAM-1","166","pg/ml","Purchased","Mesoscale","","","",""
"257639-H","R-PLEX Calprotectin QC1 (H)","Calprotectin","40000","pg/ml","Home made","","Ry_MSD_QC_Calprotectin","","",""
"257639-M","R-PLEX Calprotectin QC2 (M)","Calprotectin","10000","pg/ml","Home made","","Ry_MSD_QC_Calprotectin","","",""
"257639-L","R-PLEX Calprotectin QC3 (L)","Calprotectin","4000","pg/ml","Home made","","Ry_MSD_QC_Calprotectin","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","IFN-g","546","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","IL-1b","209","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","IL-2","384","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","IL-4","109","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","IL-6","289","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","IL-8","220","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","IL-10","135","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","IL-12p70","158","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","IL-13","121","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0676","V-PLEX Proinfammatory P1  QC1 (H)","TNF-a","110","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","IFN-g","167","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","IL-1b","49.7","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","IL-2","37.7","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","IL-4","20.2","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","IL-6","49.1","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","IL-8","33.2","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","IL-10","24.8","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","IL-12p70","31.4","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","IL-13","40.3","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0677","V-PLEX Proinfammatory P1  QC2 (M)","TNF-a","16.4","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","IFN-g","32.2","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","IL-1b","10","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","IL-2","2.96","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","IL-4","3.11","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","IL-6","7.89","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","IL-8","5.42","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","IL-10","3.62","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","IL-12p70","5.92","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","IL-13","13.2","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0678","V-PLEX Proinfammatory P1  QC3 (L)","TNF-a","2.37","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"236122-H","R-PLEX PD-L2 QC1 (H)","PD-L2","10000","pg/ml","Home made","","Ry_MSD_QC_PD-L2","","",""
"236122-M","R-PLEX PD-L2 QC2 (M)","PD-L2","1000","pg/ml","Home made","","Ry_MSD_QC_PD-L2","","",""
"236122-L","R-PLEX PD-L2 QC3 (L)","PD-L2","100","pg/ml","Home made","","Ry_MSD_QC_PD-L2","","",""
"A00R0116-H","R-PLEX PD1 QC1 (H)","PD1","2222.2","pg/ml","Home made","","Ry_MSD_QC_PD1","","",""
"A00R0116-M","R-PLEX PD1 QC2 (M)","PD1","222.2","pg/ml","Home made","","Ry_MSD_QC_PD1","","",""
"A00R0116-L","R-PLEX PD1 QC3 (L)","PD1","22.2","pg/ml","Home made","","Ry_MSD_QC_PD1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","Eotaxin","1610","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","MIP-1b","1040","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","Eotaxin-3","4300","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","TARC","1340","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","IP-10","561","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","MIP-1a","911","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","IL-8(HA)","61100","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","MCP-1","465","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","MDC","8960","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0618","V-PLEX Chemokine P1 QC1 (H)","MCP-4","660","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","Eotaxin","590","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","MIP-1b","178","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","Eotaxin-3","615","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","TARC","223","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","IP-10","85.6","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","MIP-1a","401","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","IL-8(HA)","21300","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","MCP-1","71.3","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","MDC","2630","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0619","V-PLEX Chemokine P1 QC2 (M)","MCP-4","239","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","Eotaxin","182","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","MIP-1b","27.1","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","Eotaxin-3","95.7","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","TARC","36.9","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","IP-10","14","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","MIP-1a","166","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","IL-8(HA)","8370","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","MCP-1","11.5","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","MDC","645","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0620","V-PLEX Chemokine P1 QC3 (L)","MCP-4","71.2","pg/ml","Purchased","Mesoscale","C4047-1","","",""
"A00C0711","V-PLEX Th17 P1 QC1 (H)","IL-17A Gen. B","2860","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0711","V-PLEX Th17 P1 QC1 (H)","IL-21","1300","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0711","V-PLEX Th17 P1 QC1 (H)","IL-31","971","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0711","V-PLEX Th17 P1 QC1 (H)","IL-27","17500","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0711","V-PLEX Th17 P1 QC1 (H)","IL-23","5210","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0711","V-PLEX Th17 P1 QC1 (H)","IL-22","529","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0711","V-PLEX Th17 P1 QC1 (H)","MIP-3a","564","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0712","V-PLEX Th17 P1 QC2 (M)","IL-17A Gen. B","403","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0712","V-PLEX Th17 P1 QC2 (M)","IL-21","297","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0712","V-PLEX Th17 P1 QC2 (M)","IL-31","144","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0712","V-PLEX Th17 P1 QC2 (M)","IL-27","4200","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0712","V-PLEX Th17 P1 QC2 (M)","IL-23","578","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0712","V-PLEX Th17 P1 QC2 (M)","IL-22","88.1","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0712","V-PLEX Th17 P1 QC2 (M)","MIP-3a","202","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0713","V-PLEX Th17 P1 QC3 (L)","IL-17A Gen. B","57.1","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0713","V-PLEX Th17 P1 QC3 (L)","IL-21","84.2","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0713","V-PLEX Th17 P1 QC3 (L)","IL-31","22.3","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0713","V-PLEX Th17 P1 QC3 (L)","IL-27","826","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0713","V-PLEX Th17 P1 QC3 (L)","IL-23","63.6","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0713","V-PLEX Th17 P1 QC3 (L)","IL-22","16.6","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"A00C0713","V-PLEX Th17 P1 QC3 (L)","MIP-3a","72.3","pg/ml","Purchased","Mesoscale","C4085-1","","",""
"218916-H","R-PLEX BAFF-R QC1 (H)","BAFF-R","11111.1","pg/ml","Home made","","Ry_MSD_QC_BAFF-R","","",""
"218916-M","R-PLEX BAFF-R QC2 (M)","BAFF-R","1111.1","pg/ml","Home made","","Ry_MSD_QC_BAFF-R","","",""
"218916-L","R-PLEX BAFF-R QC3 (L)","BAFF-R","111.1","pg/ml","Home made","","Ry_MSD_QC_BAFF-R","","",""
"Prep20210216_BDNF-H","U-PLEX BDNF QC1 (H)","BDNF","911.1111111","pg/ml","Home made","","Ry_MSD_QC_BDNF","","",""
"Prep20210216_BDNF-M","U-PLEX BDNF QC2 (M)","BDNF","91.11111111","pg/ml","Home made","","Ry_MSD_QC_BDNF","","",""
"Prep20210216_BDNF-L","U-PLEX BDNF QC3 (L)","BDNF","9.111111111","pg/ml","Home made","","Ry_MSD_QC_BDNF","","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","GM-CSF","435","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","IL-1a","124","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","IL-5","334","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","IL-7","346","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","IL-12/23p40","1490","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","IL-15","311","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","IL-16","1310","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","IL-17A","2220","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","TNF-b","213","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0679","V-PLEX Cytokine P1 QC1 (H)","VEGF","437","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","GM-CSF","69.6","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","IL-1a","38.5","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","IL-5","107","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","IL-7","53.2","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","IL-12/23p40","225","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","IL-15","50.5","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","IL-16","339","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","IL-17A","305","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","TNF-b","35.4","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0680","V-PLEX Cytokine P1 QC2 (M)","VEGF","135","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","GM-CSF","11.2","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","IL-1a","13","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","IL-5","33.1","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","IL-7","9.3","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","IL-12/23p40","39.8","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","IL-15","9.58","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","IL-16","103","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","IL-17A","46.4","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","TNF-b","9.07","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0681","V-PLEX Cytokine P1 QC3 (L)","VEGF","45.8","pg/ml","Purchased","Mesoscale","C4050-1","2024-11-30","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","IFN-g","612","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","IL-1b","235","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","IL-2","390","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","IL-4","94.3","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","IL-6","255","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","IL-8","233","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","IL-10","134","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","IL-12p70","177","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","IL-13","164","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0714","V-PLEX Proinfammatory P1  QC1 (H)","TNF-a","96.2","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","IFN-g","164","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","IL-1b","55.9","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","IL-2","39.8","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","IL-4","20","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","IL-6","47.2","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","IL-8","36.8","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","IL-10","25.5","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","IL-12p70","31.9","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","IL-13","45.2","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0715","V-PLEX Proinfammatory P1  QC2 (M)","TNF-a","16.9","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","IFN-g","44.2","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","IL-1b","11.9","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","IL-2","3.46","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","IL-4","2.8","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","IL-6","7.83","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","IL-8","6.29","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","IL-10","3.93","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","IL-12p70","6.39","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","IL-13","12.1","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"A00C0716","V-PLEX Proinfammatory P1  QC3 (L)","TNF-a","2.32","pg/ml","Purchased","Mesoscale","C4049-1","2025-05-31","",""
"Y-008974","ELISA B2M QC1 (H)","B2M","1.53","mg/L","Purchased","BioVendor","D1405","","",""
"Y-008973D(1/2)","ELISA B2M QC2 (M)","B2M","0.8","mg/L","Home made","","D1404D(1/2)","","",""
"Y-008975","ELISA B2M QC3 (L)","B2M","0.3","mg/L","Purchased","BioVendor","D1406","","",""
"L190502509H","ELISA HLA-E QC1 (H)","HLA-E","150","pg/ml","Home made","","","","",""
"L190502509M","ELISA HLA-E QC2 (M)","HLA-E","40","pg/ml","Home made","","","","",""
"L190502509L","ELISA HLA-E QC3 (L)","HLA-E","20","pg/ml","Home made","","","","",""
"CSH151167H","ELISA Zonulin QC1 (H)","Zonulin","15","ng/ml","Home made","","","","",""
"CSH151167M","ELISA Zonulin QC2 (M)","Zonulin","5","ng/ml","Home made","","","","",""
"CSH151167L","ELISA Zonulin QC3 (L)","Zonulin","1","ng/ml","Home made","","","","",""
"EDL2019052301H","ELISA LPS QC1 (H)","LPS","75","ng/ml","Home made","","","","",""
"EDL2019052301M","ELISA LPS QC2 (M)","LPS","30","ng/ml","Home made","","","","",""
"EDL2019052301L","ELISA LPS QC3 (L)","LPS","10","ng/ml","Home made","","","","",""
"1268532","ELISA BAFF QC1 (H)","BAFF","2193.5","","Purchased","R&D Systems","","","",""
"1268531","ELISA BAFF QC2 (M)","BAFF","1138.5","","Purchased","R&D Systems","","","",""
"1268530","ELISA BAFF QC3 (L)","BAFF","472","","Purchased","R&D Systems","","","",""
"1194428","ELISA CD14 QC1 (H)","CD14","3432","","Purchased","R&D Systems","","","",""
"1194427","ELISA CD14 QC2 (M)","CD14","1743","","Purchased","R&D Systems","","","",""
"1194426","ELISA CD14 QC3 (L)","CD14","995.5","","Purchased","R&D Systems","","","",""
"1376058","ELISA IFABP QC1 (H)","IFABP","416","pg/ml","Purchased","R&D Systems","","","","IFABP QC ctrl (R&D QC213) reconstitued on 20190529, 20230801."
"1376057","ELISA IFABP QC2 (M)","IFABP","204","pg/ml","Purchased","R&D Systems","","","","IFABP QC ctrl (R&D QC213) reconstitued on 20190529, 20230801."
"1376056","ELISA IFABP QC3 (L)","IFABP","75.5","pg/ml","Purchased","R&D Systems","","","","IFABP QC ctrl (R&D QC213) reconstitued on 20190529, 20230801."
"Y-009593","ELISA B2M QC1 (H)","B2M","1.66","mg/L","Purchased","BioVendor","D1405","","",""
"Y-009592D(1/2)","ELISA B2M QC2 (M)","B2M","0.8","mg/L","Home made","","D1404D(1/2)","","",""
"Y-009594","ELISA B2M QC3 (L)","B2M","0.37","mg/L","Purchased","BioVendor","D1406","","",""
"Y-010588","ELISA B2M QC1 (H)","B2M","1.68","mg/L","Purchased","BioVendor","D1405","","",""
"Y-010587D(1/2)","ELISA B2M QC2 (M)","B2M","0.8","mg/L","Home made","","D1404D(1/2)","","",""
"Y-010589","ELISA B2M QC3 (L)","B2M","0.37","mg/L","Purchased","BioVendor","D1406","","",""
"EDL2019121705H","ELISA LPS QC1 (H)","LPS","75","ng/ml","Home made","","","","",""
"EDL2019121705M","ELISA LPS QC2 (M)","LPS","30","ng/ml","Home made","","","","",""
"EDL2019121705L","ELISA LPS QC3 (L)","LPS","10","ng/ml","Home made","","","","",""
"191022349H","ELISA S100B QC1 (H)","S100B","15","","Home made","","","","","prep use  Std Lot L191022349. exp Julie."
"191022349M","ELISA S100B QC2 (M)","S100B","4","","Home made","","","","","prep use  Std Lot L191022349. exp Julie."
"191022349L","ELISA S100B QC3 (L)","S100B","0.8","","Home made","","","","","prep use  Std Lot L191022349. exp Julie."
