"lot_number","qc_name","analyte","concentration","unit","qc_type","manufacturer","cat_number","expiration_date","preparation_date","note"
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","IFN-g","139","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","IL-1b","55.5","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","IL-2","38.4","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","IL-4","20.4","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","IL-6","47.6","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","IL-8","35.5","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","IL-10","24.6","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","IL-12p70","32.8","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","IL-13","42.2","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0871","V-PLEX Proinfammatory P1  QC2 (M)","TNF-a","18.4","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","IFN-g","39.7","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","IL-1b","12.2","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","IL-2","4.4","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","IL-4","3.02","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","IL-6","7.82","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","IL-8","6.09","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","IL-10","3.85","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","IL-12p70","5.94","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","IL-13","12.6","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"A00C0872","V-PLEX Proinfammatory P1  QC3 (L)","TNF-a","2.35","pg/ml","Purchased","Mesoscale","C4049-1","2028-02-29","",""
"Y-018725","ELISA B2M QC1 (H)","B2M","1.26","mg/L","Purchased","BioVendor","D1405","2025-04-30","",""
"Y-018725(1/2)","ELISA B2M QC2 (M)","B2M","0.63","mg/L","Home made","","D1405(1/2)","2025-04-30","",""
"Y-018726","ELISA B2M QC3 (L)","B2M","0.29","mg/L","Purchased","BioVendor","D1406","2025-04-30","",""
"Y-020729","ELISA B2M QC1 (H)","B2M","1.49","mg/L","Purchased","BioVendor","D1405","2026-06-30","",""
"Y-020729(1/2)","ELISA B2M QC2 (M)","B2M","0.745","mg/L","Home made","","D1405(1/2)","2026-06-30","",""
"Y-020730","ELISA B2M QC3 (L)","B2M","0.29","mg/L","Purchased","BioVendor","D1406","2026-06-30","",""
"Prep20250424H","ELISA IFABP QC1 (H)","IFABP","450","pg/ml","Home made","","","","2025-04-24","prep use Std Lot P370406 (?). exp20250424."
"Prep20250424M","ELISA IFABP QC2 (M)","IFABP","150","pg/ml","Home made","","","","2025-04-24","prep use Std Lot P370406 (?). exp20250424."
"Prep20250424L","ELISA IFABP QC3 (L)","IFABP","50","pg/ml","Home made","","","","2025-04-24","prep use Std Lot P370406 (?). exp20250424."
"Prep20250426_LPS-H","ELISA LPS QC1 (H)","LPS","75","ng/ml","Home made","","","","2025-04-26","exp20250426"
"Prep20250426_LPS-M","ELISA LPS QC2 (M)","LPS","30","ng/ml","Home made","","","","2025-04-26","exp20250426"
"Prep20250426_LPS-L","ELISA LPS QC3 (L)","LPS","10","ng/ml","Home made","","","","2025-04-26","exp20250426"
"Prep20250428_LPS-H","ELISA LPS QC1 (H)","LPS","75","ng/ml","Home made","","","","2025-04-28","exp20250428"
"Prep20250428_LPS-M","ELISA LPS QC2 (M)","LPS","30","ng/ml","Home made","","","","2025-04-28","exp20250428"
"Prep20250428_LPS-L","ELISA LPS QC3 (L)","LPS","10","ng/ml","Home made","","","","2025-04-28","exp20250428"
"Prep20250430_Zonu_H","ELISA Zonulin QC1 (H)","Zonulin","15","ng/ml","Home made","","","","2025-04-30","exp20250430"
"Prep20250430_Zonu_M","ELISA Zonulin QC2 (M)","Zonulin","5","ng/ml","Home made","","","","2025-04-30","exp20250430"
"Prep20250430_Zonu_L","ELISA Zonulin QC3 (L)","Zonulin","1","ng/ml","Home made","","","","2025-04-30","exp20250430"
